State,District,dmi_equal_weights,rank_equal_weights,health_score,education_score,economic_score,infrastructure_score,social_score
ARUNACHAL PRADESH,Upper Subansiri,,,,0.15791122888564252,0.06447932465317792,0.10031218552205372,0.12501309342332131
ARUNACHAL PRADESH,West Kameng,,,,0.15859951237023379,0.10714783773763892,0.13213936328679324,0.13373566822871652
ARUNACHAL PRADESH,West Siang,,,,0.172844444991942,0.0821298984256735,0.12868688124794303,0.14286718428569153
ASSAM,Baksa,,,,0.2267325344835701,0.15426618780729648,0.054409581856449216,0.04866937774245431
ASSAM,Barpeta,,,,0.209939261835403,0.1365232824161655,0.10022101494190692,0.12850751166470506
ASSAM,Bongaigaon,,,,0.21337697654294718,0.0837665831996534,0.0785736820379128,0.12036145848262564
ASSAM,Cachar,,,,0.3202712572871588,0.13138925825227293,0.16042449560117866,0.18040260937606317
ASSAM,Chirang,,,,0.1673708280797271,0.09820501638091601,0.04013784745162299,0.06275095105528845
ASSAM,Darrang,,,,0.17841772387245167,0.10537357001307336,0.062275348826460374,0.07659332277972491
ASSAM,Dhemaji,,,,0.22409049288763067,0.16248388229226274,0.049582445416597766,0.06682861765101866
ASSAM,Dhubri,,,,0.17919194735700833,0.1650381085710417,0.08084501572832072,0.145822507560524
