State,District,health_score,education_score,economic_score,infrastructure_score,social_score,dmi_equal_weights,rank_equal_weights,dmi_poverty_first,rank_poverty_first,dmi_human_development,rank_human_development
ANDHRA PRADESH,Visakhapatnam,0.4856051872787274,0.37603954661696154,0.41444454484635573,0.40694004861743527,0.3533400556907222,59.272612338995955,959.0,59.09334563308808,961.0,57.78966537632759,918.0
ANDHRA PRADESH,Vizianagaram,0.4856051872787274,0.2960339943342776,0.2495906257332894,0.1885569246014998,0.34386941477358207,68.72687706557248,708.0,70.30539215584713,777.0,65.29385293766256,519.0
ANDHRA PRADESH,Warangal,0.4856051872787274,0.3685552407932011,0.38781272070597816,0.3042674994258184,0.34386941477358207,62.197798740453855,928.0,61.95303103769094,944.0,59.525172138766735,878.0
ANDHRA PRADESH,West Godavari,0.4856051872787274,0.37603954661696154,0.3920551153440628,0.4471962667831195,0.3482450228593286,59.017177222356,961.0,59.46150503316543,958.0,57.748419801362104,919.0
ANDHRA PRADESH,Y.S.R.,0.4856051872787274,0.36430594900849855,0.28380944095052296,0.2959761454837482,0.34386941477358207,64.52867725009841,896.0,66.30127191381075,905.0,61.31686008698385,822.0
ARUNACHAL PRADESH,Anjaw,0.4856051872787274,0.2762197797122867,0.0016314511722760141,0.0025413781476640272,0.34386941477358207,77.80265577830927,22.0,83.31120555442506,5.0,71.5668935323858,83.0
ARUNACHAL PRADESH,Changlang,0.4856051872787274,0.2762197797122867,0.01275763699950156,0.013228556250376469,0.34386941477358207,77.36638849971051,32.0,82.70585044979535,12.0,71.29312896395031,97.0
ARUNACHAL PRADESH,Dibang Valley,0.4856051872787274,0.29943342776203963,4.3161155611438844e-05,0.0008457776712614441,0.3482450228593286,77.31654846546063,33.0,82.98633232020518,9.0,70.77331816522972,115.0
ARUNACHAL PRADESH,East Kameng,0.4856051872787274,0.2762197797122867,0.006266972152930152,0.006622489693929749,0.34386941477358207,77.62832312777088,28.0,83.06456804200491,8.0,71.45654960221334,91.0
ARUNACHAL PRADESH,East Siang,0.4856051872787274,0.37603954661696154,0.008036690621945178,0.009781275164236453,0.34386941477358207,75.53335771089095,106.0,81.44910101761957,42.0,67.90472412881144,255.0
